buena_comida,buen_servicio,buen_ambiente,buena_relacion_precio_calidad,espera_corta,apto_ninos,apto_mascotas,cocina_tradicional,cocina_moderna,comida_elaborada,acceso_minusvalidos,terraza_exterior,local_sin_olores,recomendable_en_pareja,buenas_vistas,platos_destacados,aspectos_positivos,aspectos_negativos,rango_precio,dato_curioso,resumen,Id_Restaurante,Nombre,error
True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,"['Hamburguesas variadas y originales', 'Croquetas', 'Ensaladilla rusa', 'Guacamole preparado en mesa', 'Nachos de batata/boniato']","['Hamburguesas de alta calidad, originales y con sabores únicos', 'Servicio muy profesional, amable y atento que explica los platos', 'Ambiente acogedor y agradable', 'Entrantes como las croquetas y la ensaladilla rusa son espectaculares']","['Precio elevado', 'Raciones de entrantes pequeñas', 'Local un poco pequeño']",euro euro euro,El guacamole es preparado directamente en la mesa frente al cliente.,"Este restaurante destaca por sus hamburguesas de alta calidad, originales y con sabores únicos, así como por un servicio muy profesional y amable que explica los platos. El ambiente es acogedor y agradable, y los entrantes como las croquetas y la ensaladilla rusa son muy elogiados. Sin embargo, el precio es considerado elevado por algunos clientes y las raciones de los entrantes son percibidas como pequeñas.",32,La Bistroteca,
True,True,True,True,False,False,False,True,True,True,False,True,False,False,False,"['Tomates', 'Cochinillo', 'Croquetas', 'Ensalada de tomate', 'Secreto Ibérico', 'Torrija', 'Bacalao', 'Parrillada de verduras', 'Tartar de atún', 'Pan crujiente y aceite']","['Servicio excepcionalmente amable y atento (con menciones recurrentes a personal como Aaron, René, Alexandra, Jorge, Luis, Angie, Yamile)', 'Comida de alta calidad con sabor espectacular, excelente preparación y presentación', 'Ambiente muy agradable y acogedor, con opción de mesas en una cómoda terraza exterior', 'Buena relación calidad-precio, considerado razonable para la calidad ofrecida', 'Ubicación céntrica (cerca del Palacio de Oriente y el Senado) pero tranquila']",[],euro euro euro,Es un restaurante recomendado por ChatGPT como opción cerca del Hotel Riu Plaza España.,"Este restaurante destaca por su excepcional servicio, con personal muy amable y atento que es frecuentemente elogiado por su profesionalidad. Ofrece una cocina de alta calidad que combina platos tradicionales y modernos, con una preparación y presentación excelentes. El ambiente es muy agradable y acogedor, con la ventaja de una terraza exterior. Además, los clientes valoran una buena relación calidad-precio y su ubicación céntrica y tranquila.",33,Meson Restaurante La Mi Venta,
True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,"['burrata', 'vitell toné', 'carbonara', 'tortelinis de calabaza', 'postres']","['Servicio excepcionalmente amable y atento (Jesús, Christian, Erickson, Lised, Yuli, Sara)', 'Comida deliciosa y de alta calidad (pastas frescas y platos auténticos)', 'Ambiente acogedor, tranquilo y bien decorado', 'Rápida atención y eficiencia en el servicio', 'Buena relación calidad-precio general']","['Falta de variedad en el menú infantil', 'Ausencia de cerveza de trigo', 'Algunos clientes perciben el precio como algo elevado']",euro euro euro,"El personal es tan memorable por su excepcional amabilidad que varios camareros, como Jesús, Christian y Erickson, son frecuentemente mencionados por su nombre en las reseñas.","Este restaurante ofrece una experiencia culinaria muy positiva con comida deliciosa y auténtica, destacando sus pastas frescas y platos como la burrata y el vitel toné. El servicio es consistentemente alabado por su amabilidad, atención y rapidez, con varios miembros del personal recibiendo menciones personales. El ambiente es acogedor, tranquilo y cuenta con una agradable terraza exterior. Es apto para familias, aunque el menú infantil podría mejorar, y la relación calidad-precio es generalmente buena.",34,Malafemmena,
True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,"['Hamburguesas', 'Hamburguesa trufada', 'Hamburguesa La Picantona', 'Nachos']","['Servicio y atención del personal excelente (especialmente Bárbara, Irma y Miriam)', 'Comida de muy buena calidad, destacando las hamburguesas', 'Ambiente acogedor y agradable', 'Rapidez en la atención y resolución de problemas', 'Amabilidad y profesionalidad del personal']","['Errores ocasionales en el punto de cocción de los platos', 'Problemas con la gestión de la puerta de la terraza (dejándola abierta)', 'Falta de disculpas o escucha ante quejas en una ocasión']",euro euro,,"Este restaurante es altamente valorado por su excelente servicio, destacando a varias camareras por su amabilidad y profesionalidad. La comida, especialmente las hamburguesas y nachos, recibe grandes elogios por su sabor y calidad. Los clientes también aprecian el ambiente acogedor y los tiempos de espera cortos. Aunque hubo un incidente aislado con problemas en la cocción de la comida y la gestión de quejas, la clientela habitual y las recomendaciones sugieren una experiencia mayormente positiva y satisfactoria.",35,Steakburger - Luchana,
True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,"['pizzas', 'platos de pasta', 'risotto', 'pasta estrella de oven', 'aperitivos', 'postres']","['Servicio muy atento y amable, con menciones especiales a Carmen, Alex y Lesli', 'Comida deliciosa y de calidad, especialmente las pizzas y la pasta', 'Ambiente cómodo y bonito, ideal para familias o parejas', 'Cantidades de comida abundantes y completas', 'Ideal para compartir en familia o para una cena informal']","['Tiempo de espera ocasional para algunos platos', 'Precio considerado algo elevado en comparación con otros restaurantes italianos', 'Precios de los platos no disponibles en la web, solo con QR en el local']",euro euro euro,"La atención excepcional y personalizada de su personal, con nombres como Carmen, Alex y Lesli frecuentemente elogiados, es uno de los mayores atractivos para sus clientes habituales.","Este restaurante italiano es muy apreciado por su deliciosa comida, con pizzas, pasta y risotto como platos fuertes, y un servicio excepcional, destacando la amabilidad y profesionalidad de su personal. Ofrece un ambiente cómodo y bonito, apto para familias y parejas, con terraza exterior. Aunque los tiempos de espera pueden ser ocasionalmente largos y algunos clientes lo encuentran algo caro, la experiencia general es muy positiva, haciendo que muchos repitan.",36,Oven - Mozarrella Bar,
True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,"['queso fundido', 'tartar de atún', 'rabas', 'muslito de pato hecho a baja temperatura', 'carne de jabalí', 'pankitos de pollo', 'bacalao', 'calamares', 'pollo picante', 'queso manchego', 'sangría', 'opciones sin gluten']","['Servicio y trato excepcionalmente amables (mención especial a Nacho)', 'Comida de gran calidad, variada y bien elaborada', 'Ambiente acogedor, bonito y con encanto', 'Excelente relación calidad-precio', 'Amplia variedad de opciones sin gluten muy valoradas']",[],euro euro,"Es un oasis acogedor en un subsuelo, muy apreciado por su atención a los celíacos y su trato detallista con las mascotas.","Este restaurante ofrece una experiencia culinaria excepcional con comida de gran calidad y variedad, destacando sus tapas españolas y opciones sin gluten. El ambiente es acogedor y con encanto, y el servicio es extraordinariamente amable y atento. Los clientes valoran positivamente la buena relación calidad-precio y lo consideran un lugar imprescindible en Madrid.",37,El miniBAR,
True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,"['Gyozamaki', 'Sushi']","['Servicio excepcional y muy amable (con menciones recurrentes a Sandra y Guadalupe)', 'Comida deliciosa, elaborada y de alta calidad (cocina fusión)', 'Ambiente y decoración muy agradables y cuidados', 'Buenas recomendaciones por parte del personal', 'Buena relación calidad-precio']","['Salsa teriyaki a mejorar', 'Algunos platos un poco salados']",euro euro euro,Es notable cómo los clientes elogian y recuerdan por nombre a camareros como Sandra y Guadalupe por su excepcional trato.,"Este restaurante es altamente recomendado por su deliciosa y elaborada cocina fusión, destacando platos como el sushi y el gyozamaki. Ofrece un ambiente muy agradable y una decoración cuidada. La atención del personal, con menciones especiales a Sandra y Guadalupe por su profesionalidad y amabilidad, es constantemente elogiada, contribuyendo a una excelente experiencia gastronómica con buena relación calidad-precio.",38,Sibuya Urban Sushi Bar - Madrid,
True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,"['tartar de atún', 'rol carpe diem', 'japotako', 'sushi', 'postre mangetsu', 'cerveza asahi']","['Servicio extremadamente amable y atento (con menciones a varios camareros)', 'Comida deliciosa y de alta calidad (especialmente el sushi)', 'Ambiente acogedor y tranquilo', 'Buena relación calidad-precio', 'Recomendaciones de platos muy acertadas']",['Inconsistencia en los tiempos de servicio y entrega de platos'],euro euro,"El restaurante es un clásico familiar para muchos, donde Antonio destaca por flambear el sushi de manera única.","El restaurante es altamente valorado por su deliciosa comida, especialmente el sushi, y un servicio excepcionalmente amable y atento por parte de su personal. Los clientes también destacan su ambiente acogedor y una buena relación calidad-precio, convirtiéndolo en un lugar muy recomendable para repetir, a pesar de alguna puntual inconsistencia en el tiempo de servicio.",39,Sibuya Urban Sushi Bar,
True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,"['Maíz', 'Shitake', 'Anguila ahumada', 'Huevas de merluza con levadura de cabra y cangrejo', 'Guisantes con compota de manzana verde y arrope de ajonegro', 'Chorizo al txakolí pimiento', 'Pichón koji', 'Calamar', 'Kokotxa', 'Coliflor y hongo con foie y cebolla']","['Servicio excepcional y muy atento', 'Cocina innovadora y de altísima calidad (doble estrella Michelin)', 'Experiencia gastronómica memorable y única', 'Ambiente casual y muy bien ambientado']","['Carta de vinos con pocas opciones', 'Cobro por el café a pesar del elevado coste del menú', 'Falta de interacción del chef con los comensales']",euro euro euro euro,"La cocina del chef Diego Guerrero es un prisma en bloques, fusionando inspiraciones prehispánicas con técnicas de alta complejidad que desafían el paladar común.","Este restaurante biestrellado Michelin ofrece una experiencia gastronómica sin igual, destacando por su servicio excepcional, su cocina innovadora y personal del chef Diego Guerrero y un ambiente muy bien logrado, si bien con un precio elevado.",40,DSTAGE,
True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,"['Crema de patata con polvo de aceituna', 'Brochetas de langostinos y calamares', 'Alcachofas confitadas con hummus', 'Wok de lomo', 'Chili crab de oreja', 'Lasaña de pato']","['Servicio y atención excelentes y personalizados', 'Comida fantástica, original y de alta calidad', 'Excelente relación calidad-precio', 'Ambiente íntimo y acogedor', 'Detalles especiales (aperitivo, trato en aniversarios)']",['Local pequeño que hace indispensable reservar'],euro euro,"Su plato estrella, el 'chili crab de oreja', es una propuesta culinaria tan inusual como 'absoluta', destacando la creatividad del chef.","Un restaurante pequeño y acogedor que destaca por su excelente servicio personalizado, su cocina moderna y elaborada con platos originales y de alta calidad, y una muy buena relación calidad-precio. Es ideal para ocasiones especiales como aniversarios y se recomienda reservar debido a su tamaño íntimo.",41,Restaurante La Malontina,
True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,"['Salmonetes', 'Caballa', 'Puerros confitados', 'Salmón marinado', 'Arroz negro', 'Canelones de ternera', 'Corvina', 'Alcachofas', 'Bacalao', 'Chicharros', 'Arroz con carpaccio de gamba']","['Calidad excepcional del producto y la cocina', 'Servicio y atención al cliente impecables y amables', 'Ambiente confortable y encantador', 'Extensa y cuidada carta de vinos', 'Platos elaborados y sorprendentemente deliciosos']","['Dificultad para conseguir mesa debido a su popularidad', 'Carta de platos reducida']",euro euro euro euro,"Su gran popularidad hizo que, paradójicamente, la reducción de aforo post-COVID facilitara a algunos clientes conseguir mesa tras múltiples intentos fallidos.","Este restaurante es consistentemente elogiado por su comida impecable y de alta calidad, su servicio excepcional y su ambiente acogedor. Es considerado un 'must' en Madrid, destacando por su carta de vinos y la elaboración de sus platos, aunque conseguir mesa puede ser un desafío.",42,Vinoteca Moratin,
True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,"['hamburguesas', 'bacon cheese fries', 'tarta banoffe', 'pollo en pelotes', 'nachos', 'chilyburger', 'hamburguesa burnout']","['Servicio muy amable, atento y simpático', 'Calidad y sabor excelente de la comida, especialmente las hamburguesas', 'Buena relación calidad-precio', 'Ambiente agradable con decoración vintage y colorida', 'Detalles como chuches y chupitos de la casa al pagar']","['Carta no muy amplia', 'Carne de alguna hamburguesa puede ser un pelín sosa']",euro euro,"Al pagar, sorprenden a los clientes con chuches y un chupito por cuenta de la casa, un gesto muy apreciado.","Este restaurante ofrece una experiencia culinaria destacada por la excelente calidad y el sabor de sus hamburguesas y platos caseros. El servicio es muy amable y atento, y la relación calidad-precio es muy buena. Goza de un ambiente agradable con una decoración moderna y vintage, y se valora la rapidez en el servicio. Además, los clientes aprecian los detalles de la casa, como las chuches y chupitos, que añaden un toque memorable a la visita.",43,Burnout,
True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,"['Croquetas', 'Pez mantequilla', 'Gambones al infierno', 'Hummus', 'Tarta de queso', 'Steak tartar', 'Carrilleras al vino']","['Servicio muy atento y personalizado', 'Calidad excepcional y elaboración de la comida', 'Excelente relación calidad-precio', 'Ambiente cuidado y tranquilo', 'Variedad de la carta y vinos']",[],euro euro euro,"La cocina está liderada por el aclamado chef Matías Smith, cuya pasión y maestría culinaria son constantemente elogiadas por los comensales.","Un restaurante excepcional en el corazón de Madrid, elogiado por su exquisita y creativa cocina del chef Matías Smith, con platos como croquetas, pez mantequilla y gambones al infierno. Destaca por un servicio inmejorable, un ambiente cuidado y una excelente relación calidad-precio, haciéndolo ideal tanto para familias como para amigos.",44,Metro Bistró - Plaza Mayor,
True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,"['croquetas de jamón', 'croquetas de cabrales y boletus', 'tiramisu con pistacho', 'alcachofa', 'ensalada del chef', 'carrilleras', 'tarta de queso', 'pinchos']","['Servicio excepcional y muy amable (especialmente Oscar, May y Maycol)', 'Comida de muy buena calidad y variada', 'Ambiente familiar y acogedor', 'Admite animales de compañía', 'Pinchos ricos y generosos']",['Falta de salsa en algunos platos (para mojar pan)'],euro euro,"Es un restaurante muy valorado por admitir animales de compañía, lo que lo convierte en una opción ideal para dueños de mascotas.","Este restaurante destaca por su excelente servicio, la amabilidad del personal (con menciones recurrentes a Oscar, May y Maycol) y una comida de muy buena calidad. Es un lugar ideal para celebraciones familiares, ofrece un ambiente acogedor y es notable por admitir animales de compañía. Los clientes aprecian la variedad de platos y los generosos pinchos, considerándolo un sitio con buena relación calidad-precio.",45,El Sueño De Carmen,
True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,"['flambé', 'rick and roll', 'sibuya con atún', 'sibuya flamed', 'bata furabe']","['Servicio extremadamente amable y atento', 'Excelente relación calidad-precio', 'Comida deliciosa y de alta calidad', 'Ambiente acogedor y tranquilo', 'Personal muy profesional y simpático']",[],euro euro,"Según los clientes, este es el sitio con el Sibuya de atún más rico de Madrid.","El restaurante es altamente valorado por su deliciosa comida de calidad, la excelente relación calidad-precio y un ambiente acogedor y tranquilo. Destaca especialmente el servicio excepcional y amable de su personal (Justin, Betsi, Patricia, Estefania), haciendo que la experiencia sea muy agradable y recomendable tanto para familias como para parejas.",46,Sibuya Urban Sushi Bar Chueca,
True,True,True,True,False,True,False,True,True,True,False,False,False,True,False,"['Guacamole', 'Aguachile (de gambas tempurá / de zamburiñas y camarones)', 'Entraña (con patatas y chimichurri)', 'Flor de calabacín', 'Rollitos marroquíes', 'Corvina (con puré de coliflor y panceta)', 'Helado de queso']","['Comida exquisita, variada y con sabores bien combinados', 'Atención y servicio del personal excelente y muy cordial', 'Buena relación calidad-precio y precios accesibles', 'Ambiente acogedor que te hace sentir como en casa', 'Platos abundantes, bien sazonados y con buena presentación']","['Poco espacio en el local', 'El acceso a los baños necesita una reforma', 'Suele estar lleno de gente, se recomienda reservar']",euro euro,"El restaurante destaca por sus políticas amigables con el medio ambiente, ofreciendo una experiencia diferente y consciente.","El Social es un restaurante altamente recomendado en Madrid, elogiado por su comida exquisita y elaborada, la excelente atención de su personal y una muy buena relación calidad-precio. Ofrece una carta variada con platos internacionales y españoles en un ambiente acogedor. Aunque puede ser concurrido y algunos baños necesitan reforma, los clientes se sienten como en casa y destacan su compromiso ambiental.",47,El Social,
False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,"['Costillas', 'Cachopo', 'Lemon Lennon', 'Niguiri de papada', 'Pan bao de rabo de toro']","['Las costillas son un plato muy valorado por muchos clientes', 'Amplia variedad de opciones fuera de carta e innovadoras', 'Buena relación calidad-precio', 'Trato amable y excelente del personal (en algunas experiencias)']","['Percepción general de bajada de calidad en la comida', 'Servicio lento, descuidado y platos fríos/recalentados', 'Mesas un poco pequeñas y la política de la ""carta sorpresa"" no escrita']",euro euro,El restaurante ofrece una enigmática 'carta sorpresa' que no se permite fotografiar para mantener su misterio.,"El restaurante recibe opiniones mixtas, con un fuerte contraste entre la alta valoración histórica de sus costillas y platos innovadores, y una preocupación creciente por la bajada general de calidad en la comida y un servicio que puede ser lento y descuidado. A pesar de la buena relación calidad-precio, las experiencias recientes sugieren un deterioro.",48,Alright,
True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,"['bife alto', 'lomo vetado', 'chorizo a la parrilla', 'chimichurri', 'papas fritas caseras', 'flan de caramelo con dulce de leche', 'ensalada duck']","['Calidad excepcional de la carne a la parrilla', 'Servicio muy amable, atento y conocedor de los productos', 'Excelente relación calidad-precio', 'Ambiente agradable y acogedor', 'Servicio rápido y eficiente']","['Espacio reducido y mesas muy juntas', 'Presión para elegir los platos rápidamente', 'Servicio inicial poco amable en una ocasión']",euro euro,"Un camarero devolvió un pago de más a un cliente, demostrando una honestidad y calidad humana excepcional.","Pampa Beef es un restaurante argentino altamente elogiado por la excepcional calidad de su carne a la parrilla y la autenticidad de sus sabores. Destaca por un servicio muy amable, conocedor y, en un caso, por una honestidad sobresaliente. Ofrece una buena relación calidad-precio y un ambiente generalmente agradable, aunque algunos clientes encuentran el espacio algo reducido y las mesas muy juntas.",49,Pampa Beef,
True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,"['Bibimbad de camarones', 'Sushi']","['Comida excelente y deliciosa con sabores innovadores', 'Servicio muy atento y amable por parte del personal', 'Ambiente tranquilo, encantador y espectacular', 'Cocina de fusión asiática que sorprende']",['Actitud desagradable y poco profesional de la anfitriona'],euro euro euro,"Su Bibimbad de camarones es descrito como 'algo de otro planeta', ofreciendo una fusión única de sabores.","Este restaurante es altamente valorado por su excelente y deliciosa cocina de fusión asiática, que ofrece una explosión de sabores y platos destacados como el Bibimbad de camarones y el sushi. El servicio es consistentemente elogiado por su amabilidad y atención, creando un ambiente tranquilo y espectacular, ideal para parejas y ocasiones especiales. Aunque hubo una queja significativa sobre la actitud inicial de la anfitriona, la experiencia culinaria y el trato del resto del personal son muy recomendables.",50,Ichikani Madrid,
True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,"['Arroz de pichón', 'Tataki de pez mantequilla', 'Tomates (confitados) rellenos de queso Idiazabal', 'Huevos perigord', 'Torrija (con anguila / emmental)', 'Miniburguer con pan de sepia']","['Servicio muy amable y atento', 'Comida original, sofisticada y de gran calidad', 'Posibilidad de pedir medias raciones o tapas', 'Buena relación calidad-precio', 'Platos únicos y memorables']","['Decoración simple y local con recovecos', 'Mesas de taburete alto pueden resultar incómodas']",euro euro,"Es especialmente aclamado por sus originales tomates rellenos de queso Idiazabal, un plato que muchos clientes afirman no haber probado en ningún otro restaurante.","Este restaurante ofrece una experiencia culinaria destacada por su comida original y sofisticada, con una fusión de platos tradicionales y toques orientales. El servicio es consistentemente elogiado por su amabilidad y atención. La opción de pedir medias raciones o tapas permite probar una gran variedad de platos. Aunque la decoración es simple y el local tiene recovecos, la calidad de la comida y el trato compensan. Es un lugar ideal para quienes buscan sabores diferentes a un precio razonable.",51,Origen Taberna,
True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,"['Tartar de salmón y aguacate', 'Solomillo Duroc', 'Milhoja de postre', 'Ensalada con mermelada de pimiento', 'Trufas de nata vegana']","['Atención y servicio extraordinarios y personalizados', 'Comida de alta calidad, sabrosa y excelente presentación', 'Excelente relación calidad-precio', 'Ambiente acogedor que te hace sentir como en casa', 'Gran adaptabilidad a eventos y necesidades dietéticas especiales']",[],euro euro,El dueño sorprende a los comensales con espectáculos de magia personalizados.,"Este restaurante destaca por su comida de alta calidad, variada y bien presentada, así como por un servicio excepcionalmente amable y atento que hace sentir a los clientes como en casa. Ofrece una excelente relación calidad-precio y es ideal para celebrar eventos, mostrando gran adaptabilidad a diversas preferencias alimentarias y sorprendiendo con detalles únicos como los espectáculos de magia del dueño.",52,Eiffel Restaurante,
True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,"['Pulpo', 'Vaca Rubia Gallega', 'Tarta de Queso', 'Volandeiras/Zamburiñas', 'Minicroasan de Atún Rojo', 'Parpatana de Atún']","['Calidad de producto excelente', 'Servicio muy amable y profesional', 'Cocina fusión gallega innovadora', 'Ambiente agradable', 'Postres y cócteles de autor deliciosos']",[],euro euro euro,"Ofrece una cocina fusión vanguardista que reinterpreta el producto gallego, con clientes afirmando que algunos de sus platos son incluso mejores que sus versiones tradicionales.","El restaurante ofrece una experiencia culinaria excepcional, fusionando productos gallegos de alta calidad con toques de vanguardia. La comida es descrita como deliciosa y elaborada, destacando platos como el pulpo, la vaca rubia gallega y la tarta de queso. El servicio es consistentemente elogiado por su amabilidad y profesionalidad, contribuyendo a un ambiente muy agradable. Los clientes consideran que la experiencia vale la pena, a pesar de su rango de precios.",53,Restaurante Morgana,
True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,"['pancakes salados', 'huevos', 'huevos zenith', 'eggs tacos', 'guacamole', 'detox zumo']","['Servicio excepcional y muy amable (especialmente Gigi y Marco)', 'Comida deliciosa, de calidad y platos bien elaborados', 'Rapidez en el servicio y tiempo de espera muy corto', 'Ambiente muy agradable, bonito y con buena decoración', 'Excelente relación calidad-precio y raciones generosas']","['Falta de percheros o lugares para colgar abrigos', 'Política de vales de regalo caducados']",euro euro,"Gigi, la mesera estrella, es mencionada por numerosos clientes por su amabilidad y excelente servicio, convirtiéndose en un ícono del lugar.","Zenith es un popular restaurante de brunch y desayuno en Madrid, elogiado por su comida deliciosa y de calidad, servicio excepcionalmente rápido y amable (con una mención recurrente a la mesera Gigi), así como por su ambiente agradable y una buena relación calidad-precio con porciones generosas. A pesar de algunas quejas menores sobre la falta de percheros y la política de vales caducados, la experiencia general es altamente positiva.",54,Zenith Caffè - Desengaño,
True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,"['gyozas con cangrejo', 'temakys crab hand roll', 'brochetas de wagyu', 'sashimis', 'mochis de té verde mago y chocolate', 'maki lotus', 'tarta de queso']","['Servicio atento y amable por parte del personal', 'Cocina de alta calidad y sabores sorprendentes', 'Ambiente acogedor y bonita decoración', 'Platos elaborados con gran precisión y presentación', 'Ideal para celebraciones especiales']","['Relación calidad-precio considerada desorbitada', 'Servicio inconsistente o deficiente en algunas ocasiones', 'Problemas de higiene reportados']",euro euro euro,Ofrece la posibilidad de sentarse en la barra y disfrutar en primera fila del espectáculo culinario.,"Un restaurante con una cocina exquisita y elaborada, ambiente agradable y un servicio que, aunque a menudo es alabado por su amabilidad, presenta inconsistencias. Sin embargo, la relación calidad-precio es un punto débil frecuentemente mencionado, y algunos comensales han reportado problemas de higiene y largos tiempos de espera.",55,Hotaru Madrid,
True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,"['Menú Chuletón', 'Carnes (en general)', 'Hamburguesa de cerdo ibérico', 'Hamburguesa de Angus', 'Costilla', 'Morcilla de Burgos']","['Calidad excepcional y sabor espectacular de la carne y la comida en general.', 'Servicio del personal muy amable, atento, profesional y con excelentes recomendaciones.', 'Ubicación privilegiada en el Gourmet Experience de El Corte Inglés con terraza y vistas a Gran Vía.', ""Ambiente agradable y acogedor, con un 'aroma argentino'."", 'Atención detallada y cuidadosa ante necesidades especiales, como alergias en niños.']","['La comida se enfría rápidamente, posiblemente por la proximidad al aire acondicionado.']",euro euro euro,"Ubicado en el exclusivo Gourmet Experience de El Corte Inglés de Callao, ofrece un ambiente con aroma argentino y espectaculares vistas a la Gran Vía.","Este restaurante destaca por la excepcional calidad de su carne y la inmejorable atención de su personal, con menciones frecuentes a Andrés, Bea, David y Yamel. Su ubicación en el Gourmet Experience de El Corte Inglés, con una terraza y vistas a la Gran Vía, crea un ambiente único. Es un lugar ideal para parejas y familias, demostrando gran atención a los detalles y necesidades específicas de los clientes.",56,Camino Sacramento,
True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,"['carne', 'entraña', 'entrecot', 'empanada de carne', 'steak tartar', 'verduras a la parrilla', 'filete', 'hamburguesa', 'milanesas']","['Calidad excepcional de la carne y la comida en general', 'Atención del personal muy amable, detallista y profesional', 'Raciones abundantes y buena relación calidad-precio', 'Servicio rápido y atento en mesa', 'Detalles de cortesía como invitaciones a postres o chupitos']","['Problemas en la gestión de reservas y largos tiempos de espera', 'Ambiente ruidoso y espacio interior que puede ser estrecho/incómodo', 'Ubicación de mesas (ej. cerca de la puerta) que afecta la experiencia']",euro euro euro,"El restaurante destaca por tener un equipo de camareros tan excepcional que varios de ellos, como Iker, Laura, Rubén y Eric, son frecuentemente mencionados por su nombre y elogiados individualmente en las reseñas.","El restaurante ofrece comida de excelente calidad, especialmente las carnes, y un servicio al cliente sobresaliente con personal muy atento. Sin embargo, la experiencia se ve empañada por problemas recurrentes en la gestión de reservas, largos tiempos de espera y un ambiente que puede resultar ruidoso o incómodo debido a la distribución del espacio.",57,Asado Central,
True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,"['Noodles con atún rojo', 'Tiradito de lubina', 'Ceviche pollo a la llama', 'Piña con queso mascarpone', 'Carpaccio de portobellos', 'Noodles con gambas']","['Comida espectacular, original y de alta calidad', 'Servicio muy amable y atento', 'Ambiente agradable, acogedor y con encanto', 'Buena relación calidad-precio (mencionada por varios)', 'Ubicación discreta en plena plaza de Cascorro']","['Raciones consideradas escasas por algunos', 'Precios percibidos como caros para las cantidades ofrecidas', 'Servicio ocasionalmente despistado']",euro euro euro,Ofrecen una preparación secreta de piña de postre tan única que no la desvelan para que cada cliente la descubra.,"Restaurante con una propuesta de cocina moderna que fusiona sabores tradicionales e internacionales, destacando sus noodles con atún y su piña de postre. El ambiente es acogedor, el servicio amable y la relación calidad-precio generalmente buena, aunque algunos clientes encuentran las raciones escasas y los precios elevados.",58,Toga,
True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,"['Pasta', 'Pizza', 'Pinsas', 'Cócteles', 'Buffala', 'Pinsa de ricota y berenjena', 'Pan y focaccia', 'Nutelloto', 'Vitello tonato', 'Polenta tartufata', 'Lasagna', 'Pasta carbonara']","['Servicio muy amable y atento', 'Excelente calidad y elaboración de la comida', 'Ambiente agradable y acogedor', 'Raciones generosas y detalles de cortesía', 'Buena relación calidad-precio']","['Restricción de tiempo para disfrutar la comida', 'Precios considerados algo elevados']",euro euro euro,"El restaurante destaca por su pan y focaccia elaborados con doble fermentación y por ofrecer el Nutelloto, considerado por algunos el mejor postre de Madrid.","Un restaurante italiano con comida de excelente calidad, platos elaborados y un servicio muy amable y atento. Los clientes valoran el ambiente agradable, las raciones generosas y los detalles de cortesía, aunque algunos mencionan precios algo elevados y restricciones de tiempo para cenar.",59,Peppe Fusco The Italian,
True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,"['Paellas (de pollo y verduras, de secreto, con carabineros y socarrat)', 'Arroces alicantinos', 'Ensalada de tomate (con chipirón, cebolla y ventresca)', 'Pulpo asado a la plancha con puré de patata']","['Excelente calidad de los arroces y paellas', 'Servicio muy amable y profesional', 'Ambiente agradable y familiar', 'Ubicación céntrica', 'Trato excepcional con niños']","['Calor excesivo y mesas muy juntas por falta de aire acondicionado', 'Servicio apresurado en algunas ocasiones', 'Arroz con cocción deficiente en alguna paella']",euro euro euro,"Es reconocido por sus arroces alicantinos, considerados de los mejores de Madrid.","El restaurante destaca por la excelente calidad de sus arroces y paellas, un servicio muy amable y profesional, y un ambiente agradable ideal para familias y parejas en una ubicación céntrica. Sin embargo, algunas reseñas mencionan calor excesivo debido a la falta de aire acondicionado y mesas muy juntas, un servicio apresurado en ciertos momentos y ocasionalmente arroz con cocción deficiente.",60,La Taberna De Peñalver Cava Baja,
